gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgChargesPerMonth,ChargeDiff,ChargeDiffPerc,tenure_group,NumServices,HasInternet,ChurnFlag,gender_Male
Male,1,1,1,64,1,1,Fiber optic,1,0,1,1,1,1,Two year,1,Bank transfer (automatic),111.6,7099.0,No,110.921875,-43.399999999999636,-0.006113537117903879,48+,7,1,0,1
Male,0,1,1,62,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),24.25,1424.6,No,22.97741935483871,-78.90000000000009,-0.05538396742945395,48+,2,0,0,1
Female,0,0,1,3,1,0,DSL,1,0,0,1,0,1,Month-to-month,1,Bank transfer (automatic),64.5,177.4,No,59.13333333333333,-16.099999999999994,-0.09075535512965047,0-12,4,1,0,0
Female,1,0,0,56,1,1,Fiber optic,1,1,1,0,1,1,One year,0,Electronic check,110.5,6139.5,No,109.63392857142857,-48.5,-0.00789966609658767,48+,7,1,0,0
Female,0,0,0,46,1,0,DSL,0,0,0,0,0,1,One year,0,Credit card (automatic),55.65,2688.85,No,58.45326086956521,128.94999999999982,0.04795730516763665,24-48,2,1,0,0
Female,0,1,1,8,1,0,DSL,1,1,0,0,0,0,Month-to-month,0,Mailed check,54.65,482.25,No,60.28125,45.05000000000001,0.09341627786417836,0-12,3,1,0,0
Male,1,0,0,30,1,0,DSL,1,1,0,0,1,1,Month-to-month,1,Electronic check,74.75,2111.3,No,70.37666666666668,-131.19999999999982,-0.06214180836451466,24-48,5,1,0,1
Female,0,1,1,45,1,1,No,0,0,0,0,0,0,One year,1,Credit card (automatic),25.9,1216.6,No,27.035555555555554,51.09999999999991,0.04200230149597231,24-48,2,0,0,0
Female,0,0,1,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.35,79.35,Yes,79.35,0.0,0.0,0-12,2,1,1,0
Female,0,1,1,11,0,0,DSL,1,0,0,0,1,1,Month-to-month,0,Electronic check,50.55,565.35,No,51.39545454545455,9.300000000000068,0.016449986733881785,0-12,3,1,0,0
Female,0,1,0,7,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Bank transfer (automatic),75.15,496.9,Yes,70.98571428571428,-29.15000000000009,-0.05866371503320606,0-12,2,1,1,0
Female,0,0,0,42,1,0,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Bank transfer (automatic),103.8,4327.5,No,103.03571428571429,-32.099999999999454,-0.007417677642980809,24-48,6,1,0,0
Female,0,1,0,49,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),20.15,973.35,No,19.864285714285714,-13.999999999999886,-0.014383315354189024,48+,1,0,0,0
Male,0,0,0,9,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Credit card (automatic),99.3,918.75,No,102.08333333333333,25.050000000000068,0.027265306122449054,0-12,5,1,0,1
Female,0,1,0,35,1,0,DSL,1,0,0,0,1,0,One year,1,Bank transfer (automatic),62.15,2215.45,No,63.29857142857142,40.19999999999982,0.018145297795030275,24-48,3,1,0,0
Female,0,1,1,48,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.65,1057.0,No,22.020833333333332,65.80000000000007,0.06225165562913914,24-48,1,0,0,0
Female,0,1,1,46,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,19.95,927.1,No,20.15434782608696,9.400000000000091,0.010139143565958462,24-48,1,0,0,0
Male,0,1,0,29,0,0,DSL,0,0,0,0,1,0,Month-to-month,0,Mailed check,33.75,1009.25,No,34.80172413793103,30.5,0.03022046073817191,24-48,1,1,0,1
Male,0,1,1,30,1,0,Fiber optic,0,1,1,0,0,0,Month-to-month,0,Bank transfer (automatic),82.05,2570.2,No,85.67333333333333,108.69999999999982,0.04229242860477777,24-48,3,1,0,1
Male,1,0,0,1,1,0,Fiber optic,0,0,0,1,0,0,Month-to-month,0,Electronic check,74.7,74.7,No,74.7,0.0,0.0,0-12,2,1,0,1
Male,0,1,1,66,1,1,DSL,1,0,1,1,1,1,Two year,1,Mailed check,84.0,5714.25,No,86.57954545454545,170.25,0.029793936212101326,48+,7,1,0,1
Female,0,0,0,65,1,1,Fiber optic,1,1,1,0,1,1,Month-to-month,1,Credit card (automatic),111.05,7107.0,No,109.33846153846154,-111.25,-0.01565358097650204,48+,7,1,0,0
Male,0,0,0,72,1,1,Fiber optic,0,1,1,0,1,1,Two year,1,Bank transfer (automatic),100.9,7459.05,No,103.59791666666666,194.25,0.026042190359362116,48+,6,1,0,1
Female,0,0,0,12,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,78.95,927.35,Yes,77.27916666666667,-20.050000000000068,-0.021620747290667028,0-12,3,1,1,0
Male,0,1,1,71,1,1,DSL,1,1,0,1,0,0,One year,1,Credit card (automatic),66.85,4748.7,No,66.8830985915493,2.350000000000364,0.0004948722808348315,48+,5,1,0,1
Male,0,0,0,5,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,21.05,113.85,Yes,22.77,8.599999999999994,0.07553798858146679,0-12,1,0,1,1
Male,0,0,0,52,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),21.0,1107.2,No,21.292307692307695,15.200000000000045,0.013728323699422005,48+,1,0,0,1
Female,1,1,0,25,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,98.5,2514.5,Yes,100.58,52.0,0.020680055677072977,24-48,5,1,1,0
Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.2,20.2,No,20.2,0.0,0.0,0-12,1,0,0,1
Female,0,1,1,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,19.45,19.45,No,19.45,0.0,0.0,0-12,1,0,0,0
Male,0,0,0,38,1,1,Fiber optic,0,0,1,1,1,0,One year,0,Bank transfer (automatic),95.0,3605.6,No,94.88421052631578,-4.400000000000091,-0.0012203239405369677,24-48,5,1,0,1
Female,1,1,0,66,0,0,DSL,0,1,1,0,1,0,One year,0,Bank transfer (automatic),45.55,3027.25,No,45.86742424242424,20.950000000000273,0.006920472375918829,48+,3,1,0,0
Male,0,1,0,68,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),110.0,7611.85,Yes,111.93897058823529,131.85000000000036,0.01732167607086324,48+,7,1,1,1
Male,0,0,0,5,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,24.3,100.2,No,20.04,-21.299999999999997,-0.21257485029940115,0-12,0,1,0,1
Female,0,1,1,72,1,1,Fiber optic,1,1,0,0,1,1,One year,1,Electronic check,104.15,7303.05,No,101.43125,-195.75,-0.026803869616119292,48+,6,1,0,0
Female,0,0,0,32,0,0,DSL,1,0,0,0,0,0,One year,0,Mailed check,30.15,927.65,No,28.9890625,-37.14999999999998,-0.04004743168220771,24-48,1,1,0,0
Male,0,0,0,43,1,1,Fiber optic,0,0,0,0,1,1,One year,0,Mailed check,94.35,3921.3,No,91.19302325581396,-135.74999999999955,-0.03461862137556411,24-48,4,1,0,1
Male,0,1,1,72,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.4,1363.25,No,18.93402777777778,-33.549999999999955,-0.024610306253438442,48+,1,0,0,1
Male,0,1,0,55,1,1,Fiber optic,1,1,0,0,1,0,Month-to-month,1,Electronic check,96.75,5238.9,Yes,95.25272727272727,-82.35000000000036,-0.015718948634255353,48+,5,1,1,1
Female,0,0,0,52,1,0,DSL,1,0,1,1,0,0,One year,0,Credit card (automatic),57.95,3042.25,No,58.50480769230769,28.84999999999991,0.009483112827676854,48+,4,1,0,0
Female,0,0,0,43,1,0,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Electronic check,91.65,3954.1,No,91.95581395348837,13.149999999999636,0.003325661971118494,24-48,4,1,0,0
Female,1,1,0,37,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,76.5,2868.15,Yes,77.51756756756757,37.65000000000009,0.013126928507923257,24-48,2,1,1,0
Female,0,1,1,64,0,0,DSL,0,1,0,1,1,1,Two year,1,Electronic check,54.6,3423.5,No,53.4921875,-70.90000000000009,-0.02070979991237041,48+,4,1,0,0
Male,0,1,1,3,1,0,Fiber optic,1,1,0,0,1,0,Month-to-month,0,Electronic check,89.85,248.4,No,82.8,-21.14999999999995,-0.08514492753623168,0-12,4,1,0,1
Female,0,0,0,36,0,0,DSL,1,0,0,0,0,0,Two year,0,Bank transfer (automatic),31.05,1126.35,No,31.287499999999998,8.549999999999955,0.007590890930882901,24-48,1,1,0,0
Female,0,1,1,10,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Electronic check,100.25,1064.65,Yes,106.465,62.15000000000009,0.05837599211008321,0-12,5,1,1,0
Female,0,0,0,41,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.65,835.15,No,20.36951219512195,-11.5,-0.013769981440459798,24-48,1,0,0,0
Male,0,1,1,27,1,1,Fiber optic,0,1,0,1,0,0,Month-to-month,1,Credit card (automatic),85.2,2151.6,No,79.68888888888888,-148.80000000000018,-0.06915783602900176,24-48,4,1,0,1
Female,0,1,1,56,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Credit card (automatic),99.8,5515.45,No,98.49017857142857,-73.35000000000036,-0.013299005520855119,48+,5,1,0,0
Female,0,0,0,6,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.7,112.75,No,18.791666666666668,-11.449999999999989,-0.10155210643015511,0-12,1,0,0,0
Male,0,0,0,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.4,229.55,Yes,76.51666666666667,6.349999999999994,0.02766281855804833,0-12,2,1,1,1
Female,0,1,1,7,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Mailed check,50.7,350.35,No,50.050000000000004,-4.550000000000011,-0.012987012987013019,0-12,2,1,0,0
Female,0,1,1,4,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.85,62.9,No,15.725,-20.500000000000007,-0.32591414944356134,0-12,1,0,0,0
Male,0,0,0,33,1,0,Fiber optic,1,0,0,1,1,0,Two year,1,Electronic check,88.95,3027.65,No,91.7469696969697,92.30000000000018,0.030485690221789236,24-48,4,1,0,1
Female,1,0,0,27,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,78.05,2135.5,Yes,79.0925925925926,28.15000000000009,0.013181924607820226,24-48,3,1,1,0
Male,0,1,0,72,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),23.55,1723.95,No,23.94375,28.34999999999991,0.016444792482380528,48+,2,0,0,1
Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.75,19.75,No,19.75,0.0,0.0,0-12,1,0,0,1
Male,1,0,0,71,0,0,DSL,1,1,0,0,1,1,One year,1,Electronic check,56.45,3985.35,No,56.131690140845066,-22.600000000000364,-0.005670769192166401,48+,4,1,0,1
Female,0,0,0,13,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,85.95,1215.65,No,93.51153846153846,98.29999999999995,0.08086209023978937,12-24,3,1,0,0
Female,0,1,1,25,0,0,DSL,1,1,1,0,1,1,Month-to-month,1,Credit card (automatic),58.6,1502.65,Yes,60.106,37.65000000000009,0.02505573486839922,24-48,5,1,1,0
Male,0,0,0,67,1,0,DSL,0,0,0,1,0,0,Two year,0,Bank transfer (automatic),50.55,3260.1,No,48.65820895522388,-126.75,-0.03887917548541456,48+,2,1,0,1
Male,0,0,0,1,0,0,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,35.45,35.45,Yes,35.45,0.0,0.0,0-12,1,1,1,1
Male,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,44.35,81.25,Yes,40.625,-7.450000000000003,-0.09169230769230773,0-12,1,1,1,1
Female,0,0,0,43,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),25.7,1188.2,No,27.632558139534886,83.10000000000014,0.06993772092240375,24-48,2,0,0,0
Female,0,0,0,23,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),75.0,1778.5,No,77.32608695652173,53.5,0.03008152937868991,12-24,2,1,0,0
Female,0,1,1,64,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.2,1277.75,No,19.96484375,-15.049999999999955,-0.011778516924280927,48+,1,0,0,0
Male,0,0,1,57,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,19.6,1170.55,No,20.5359649122807,53.34999999999991,0.0455768655760112,48+,1,0,0,1
Female,1,1,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,70.45,70.45,Yes,70.45,0.0,0.0,0-12,1,1,1,0
Female,1,1,1,72,1,1,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),88.05,6425.65,No,89.24513888888889,86.05000000000018,0.013391641312552067,48+,8,1,0,0
Female,0,0,0,8,1,1,DSL,1,0,0,1,0,1,Month-to-month,0,Electronic check,71.15,563.65,Yes,70.45625,-5.550000000000068,-0.009846535970904052,0-12,5,1,1,0
Female,0,1,0,61,1,1,Fiber optic,0,1,0,0,1,1,Two year,1,Bank transfer (automatic),101.05,5971.25,No,97.88934426229508,-192.80000000000018,-0.032288046891354436,48+,5,1,0,0
Male,0,0,0,64,1,1,Fiber optic,1,1,0,0,0,0,One year,1,Credit card (automatic),84.3,5289.05,No,82.64140625,-106.14999999999964,-0.020069766782314334,48+,4,1,0,1
Male,1,1,0,71,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),23.95,1756.2,No,24.735211267605635,55.75,0.03174467600501082,48+,2,0,0,1
